GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetADT,42,0,2,0,16,0,11,0,10,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetTreatmentLog,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetTreatmentLogResponse,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetPatient,63,0,2,0,25,0,17,0,16,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,AmendSubscription,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,FindSubscriptions,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetProviderLocations,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,LogoutResponse,10,0,0,0,4,0,3,0,3,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,FindPatientConsentAuditResponse,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetProviderLocationsResponse,10,0,0,0,4,0,3,0,3,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,MessageQueueCount,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetPatientsDocumentList,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,MessageQueueDeleteResponse,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetDocumentResponse,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,FindPatientResponse,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,FindTreatmentLogResponse,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,AddSubscriptionResponse,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetDocument,42,0,2,0,16,0,11,0,10,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetInterfaceStatusResponse,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetBreakGlassTypesResponse,10,0,0,0,4,0,3,0,3,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,FindHCPResponse,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetNotificationsResponse,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetNotifications,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetInterfaceStatus,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,MessageQueuePeekResponse,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetDocumentStylesheetResponse,10,0,0,0,4,0,3,0,3,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,FindMerge,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,DeleteSubscriptionResponse,10,0,0,0,4,0,3,0,3,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore.messages,GetADTResponse,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireRequestController.postQuestionnaireRequestsInBatch.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireRequestController.postQuestionnaireRequestsInBatch.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.updateTeamLink.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.updateTeamLink.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.getQuestionnaireTeamsInTeam.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.getQuestionnaireTeamsInTeam.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.getQuestionnaireTeamByQuestionnaireRequestId.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.getQuestionnaireTeamByQuestionnaireRequestId.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.getQuestionnaireResponseCountsByTeamId.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.getQuestionnaireResponseCountsByTeamId.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.getQuestionnaireTeamByQuestionnaireIdAndTeamId.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.getQuestionnaireTeamByQuestionnaireIdAndTeamId.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireResponseController.postQuestionnaireResponse.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireResponseController.postQuestionnaireResponse.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireRequestController,32,165,0,0,0,17,4,12,4,12
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireController.getQuestionnairesInTeams.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireController.getQuestionnairesInTeams.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,ControllerAdviceExceptionHandler,169,80,12,6,15,14,15,6,7,5
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireResponseController.getQuestionnaireResponsesWithinOrg.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireResponseController.getQuestionnaireResponsesWithinOrg.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireController,55,78,0,0,4,8,5,6,5,6
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,LogTestController,14,11,0,0,4,3,1,1,1,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireRequestController.getQuestionnaireRequestsForQuestionnaires.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireRequestController.getQuestionnaireRequestsForQuestionnaires.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.postQuestionnaireAndLinkToTeam.new Function1() {...},0,8,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.postQuestionnaireAndLinkToTeam.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireRequestController.getAllNonRespondersForQuestionnaire.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireRequestController.getAllNonRespondersForQuestionnaire.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireController.postQuestionnaire.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireController.postQuestionnaire.new Function1() {...},6,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireController.getQuestionnaire.new Function1() {...},0,8,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireController.getQuestionnaire.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireResponseController,60,82,0,0,3,9,5,6,5,6
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController,48,220,0,0,0,23,6,16,6,16
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireRequestController.getQuestionnaireRequest.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireRequestController.getQuestionnaireRequest.new Function1() {...},0,8,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireResponseController.getQuestionnaireResponsesByQuestionnaireId.new Function1() {...},6,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireResponseController.getQuestionnaireResponsesByQuestionnaireId.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireRequestController.postQuestionnaireRequest.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireRequestController.postQuestionnaireRequest.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.getQuestionnaireTeamsInTeams.new Function1() {...},8,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.controller,QuestionnaireTeamController.getQuestionnaireTeamsInTeams.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.authz.policy.condition,TargetAndOwnerCondition,0,19,0,0,0,3,0,2,0,2
E2E Tests Coverage Report,com.pkb.authz.policy.condition,Condition,24,29,0,0,4,7,4,4,4,4
E2E Tests Coverage Report,com.pkb.authz.policy.condition,CommonConditions,4,311,2,20,1,62,3,35,1,26
E2E Tests Coverage Report,com.pkb.authz.policy.condition,TypedCondition,0,4,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.authz.policy.condition,ActorAndTargetAndOwnerCondition,0,23,0,0,0,5,0,2,0,2
E2E Tests Coverage Report,com.pkb.authz.policy.condition,ActorCondition,0,5,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.authz.policy.condition,ActorAndTargetCondition,1,15,1,1,0,2,1,1,0,1
E2E Tests Coverage Report,com.pkb.aggregator.camel.routing.dto,UpstreamChangeNotification,0,21,0,0,0,1,0,3,0,3
E2E Tests Coverage Report,com.pkb.fhirwall.integration,OkHttpRestfulClient,158,107,15,5,32,30,18,8,9,7
E2E Tests Coverage Report,com.pkb.fhirwall.integration,MonitoredOkHttpRestfulClientFactory,40,110,2,4,11,25,5,8,3,7
E2E Tests Coverage Report,com.pkb.fhirwall.integration,UndertowMetrics,40,49,0,0,11,12,4,4,4,4
E2E Tests Coverage Report,com.pkb.api.restricted,MigrationController,56,10,0,0,15,2,5,2,5,2
E2E Tests Coverage Report,com.pkb.api.restricted,RestrictedApplication,0,4,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.service.emis,EmisEsObservationDeltaManager,37,155,2,6,5,28,5,11,3,9
E2E Tests Coverage Report,com.pkb.authz.policy.util,ConditionCheckResultMerger,0,29,0,0,0,4,0,4,0,4
E2E Tests Coverage Report,com.pkb.authz.policy.util,ConditionCheckResultMerger.ConditionCheckResultMergerHolder,0,5,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.service.document.storage,DocumentStorageFactory,6,43,1,1,1,12,1,3,0,3
E2E Tests Coverage Report,com.pkb.service.document.storage,GCSDocumentStoreImpl.new BatchResult.Callback() {...},10,22,0,0,2,3,1,2,1,2
E2E Tests Coverage Report,com.pkb.service.document.storage,GcsFallbackDocumentStoreImpl,24,84,1,1,4,16,3,8,2,8
E2E Tests Coverage Report,com.pkb.service.document.storage,GCSDocumentStoreImpl,3,266,2,2,1,46,2,19,0,19
E2E Tests Coverage Report,com.pkb.phoenix.repository.task,TaskSearchCriteria,2,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.phoenix.repository.task,TaskJooqRepository,29,372,1,3,5,81,3,23,2,22
E2E Tests Coverage Report,com.pkb.messagehasher,AccountProcessorBatch,41,0,2,0,10,0,4,0,3,0
E2E Tests Coverage Report,com.pkb.messagehasher,MessageHashCoordinator,152,0,8,0,34,0,13,0,9,0
E2E Tests Coverage Report,com.pkb.messagehasher,AccountProcessor,61,0,2,0,11,0,6,0,5,0
E2E Tests Coverage Report,com.pkb.messagehasher,MetricsHelper,107,0,0,0,15,0,9,0,9,0
E2E Tests Coverage Report,com.pkb.messagehasher,MessageHashScheduler,8,0,0,0,3,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.messagehasher,DetectDifferences,336,0,10,0,85,0,14,0,9,0
E2E Tests Coverage Report,com.pkb.messagehasher,DetectDifferences.PreMigrationMessage,32,0,0,0,10,0,8,0,8,0
E2E Tests Coverage Report,com.pkb.messagehasher,SpringApp,8,0,0,0,3,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.messagehasher,MessageProcessor,121,0,0,0,24,0,7,0,7,0
E2E Tests Coverage Report,com.pkb.encounter.entity.migrators,MessageV1Migrator,143,4,26,0,43,2,17,1,4,1
E2E Tests Coverage Report,com.pkb.encounter.entity.migrators,MessageV4Migrator,25,4,4,0,7,2,3,1,1,1
E2E Tests Coverage Report,com.pkb.encounter.entity.migrators,MessageV2Migrator,32,7,2,0,8,3,3,1,2,1
E2E Tests Coverage Report,com.pkb.encounter.entity.migrators,MessageV3Migrator,11,4,0,0,3,2,1,1,1,1
E2E Tests Coverage Report,com.pkb.calculators.qrisk2,Qrisk2,3,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.calculators.qrisk2,Qrisk2.Ethnicity,29,198,4,0,5,11,4,3,2,3
E2E Tests Coverage Report,com.pkb.service.allergy.impl,AllergyManager,89,186,3,3,19,41,5,18,3,17
E2E Tests Coverage Report,com.pkb.service.allergy.impl,EHRAllergyManager,42,158,4,4,8,34,4,11,1,10
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,Hl7CalendarParser,0,126,0,0,0,32,0,11,0,11
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,AbstractHl7Parser,0,21,0,0,0,5,0,2,0,2
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,Hl7RadiologyParser,21,27,2,2,2,8,2,3,0,3
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,AbstractHl7CalendarParser,19,112,3,10,3,37,4,12,1,5
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,Hl7CalendarPreParser,0,173,0,4,0,38,0,12,0,10
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,Hl7PhPlanParser,13,98,3,3,1,23,3,5,0,5
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,Hl7MedicationParser,0,19,0,0,0,5,0,2,0,2
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,Hl7TestResultParser,0,71,0,2,0,14,0,3,0,2
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,Hl7EncounterParser,96,408,21,27,14,94,15,27,1,12
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,Hl7AllergyParser,0,17,0,0,0,4,0,2,0,2
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,Hl7MeasurementParser,13,49,1,1,1,9,1,3,0,3
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,Hl7DiagnosisParser,0,19,0,0,0,5,0,2,0,2
E2E Tests Coverage Report,com.pkb.service.dataupload.processor.parser.hl7,Hl7DocumentParser,39,247,6,9,7,56,7,6,1,4
E2E Tests Coverage Report,com.pkb.messagehasher.decryptor,MessageDecryptor,46,0,0,0,12,0,4,0,4,0
E2E Tests Coverage Report,com.pkb.personallibrary.entity,PersonalLibraryEntryDTO,27,51,6,0,7,18,5,10,2,10
E2E Tests Coverage Report,com.pkb.domain.consent,ConsentService,6,782,1,27,0,139,2,56,1,43
E2E Tests Coverage Report,com.pkb.dataupload.emis.esv2.interfaces,EmisRecordWithPatientNamespacedGuid,10,6,0,0,2,1,2,1,2,1
E2E Tests Coverage Report,com.pkb.common.ehrdata.deserializer.xml01,MenuDataXmlParserHelper,85,469,25,56,16,111,24,36,0,19
E2E Tests Coverage Report,com.pkb.kms.service.entity,KmsExternalPasswordRecoveryCurrent,58,62,10,0,6,12,12,5,7,5
E2E Tests Coverage Report,com.pkb.kms.service.entity,KmsNhsLoginCredentialsCurrent,35,44,6,0,5,8,5,6,2,6
E2E Tests Coverage Report,com.pkb.kms.service.entity,KmsExternalPasswordRecoveryChangeHistory,104,0,10,0,18,0,15,0,10,0
E2E Tests Coverage Report,com.pkb.kms.service.entity,KmsNhsLoginCredentialsChangeHistory,58,46,10,0,9,9,12,3,7,3
E2E Tests Coverage Report,com.pkb.kms.service.entity,KmsNhsLoginCredentials,65,78,10,0,6,20,10,10,5,10
E2E Tests Coverage Report,com.pkb.kms.service.entity,KmsExternalPasswordRecovery,49,75,10,0,6,16,9,8,4,8
E2E Tests Coverage Report,com.pkb.kms.client.core,KmsClientConfig,8,40,0,0,1,6,1,6,1,6
E2E Tests Coverage Report,com.pkb.kms.client.core,Kms,0,95,0,0,0,7,0,7,0,7
E2E Tests Coverage Report,com.pkb.kms.client.core,Kms.getAccountKeysForSingleAccount.new Function1() {...},0,7,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.client.core,Kms.getSymmetricKey.new Function1() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.client.core,Kms.getAccountKeysForSingleAccountAsOrg.new Function1() {...},0,7,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.action.radiology,MyRadiologyAction,73,832,7,37,26,176,20,68,13,53
E2E Tests Coverage Report,com.pkb.action.radiology,DownloadRadiologyAction,174,0,4,0,48,0,22,0,20,0
E2E Tests Coverage Report,com.pkb.api.util.converter,DocAttachToAttachmentInformationConverter,0,16,0,0,0,5,0,2,0,2
E2E Tests Coverage Report,com.pkb.api.util.converter,ConversionException,9,0,0,0,4,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.api.util.converter,AbstractConverter,32,29,5,3,5,6,5,3,2,2
E2E Tests Coverage Report,com.pkb.entities.doc,DocGcsDeleteQueue,15,9,0,0,7,3,4,3,4,3
E2E Tests Coverage Report,com.pkb.entities.doc,DocInvitation,4,99,1,3,2,34,2,23,1,22
E2E Tests Coverage Report,com.pkb.entities.doc,DocUnreadableDocument,79,56,0,0,24,26,11,15,11,15
E2E Tests Coverage Report,com.pkb.entities.doc,DocDocument,22,3,0,0,9,1,5,1,5,1
E2E Tests Coverage Report,com.pkb.entities.doc,DocAttachment,50,25,0,0,20,9,11,7,11,7
E2E Tests Coverage Report,com.pkb.entities.doc,DocDocumentMetadata,82,12,0,0,36,4,23,4,23,4
E2E Tests Coverage Report,com.pkb.phoenix.api,TaskController.SearchParameters,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api,RestExceptionHandler.MessageNotReadable,0,12,0,0,0,4,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api,ApprovalController,26,74,1,1,3,20,3,6,2,6
E2E Tests Coverage Report,com.pkb.phoenix.api,RestExceptionHandler.AuthorizationFailure,17,0,0,0,6,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.phoenix.api,TaskTypeController,0,10,0,0,0,4,0,2,0,2
E2E Tests Coverage Report,com.pkb.phoenix.api,RestExceptionHandler.InternalServerError,0,9,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api,TaskController,50,251,4,2,7,52,6,17,3,17
E2E Tests Coverage Report,com.pkb.phoenix.api,RestExceptionHandler.BadRequest,0,17,0,0,0,6,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api,RestExceptionHandler.Conflict,17,0,0,0,6,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.phoenix.api,FreshDeskApiKeyController,7,50,0,0,2,11,0,7,0,7
E2E Tests Coverage Report,com.pkb.phoenix.api,RestExceptionHandler,18,33,0,0,4,8,2,5,2,5
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.twofaremoval,TwoFARemovalOutboundRouteBuilder,2,39,0,0,1,12,1,3,1,3
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.twofaremoval,TwoFARemovalTranslator,2,58,1,1,0,18,1,6,0,6
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.twofaremoval,TwoFARemovalResult.AbstractTwoFARemovalResult,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.twofaremoval,TwoFARemovalTemplate,12,118,1,1,3,27,2,7,1,7
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.twofaremoval,TwoFARemovalTemplate.BaseTwoFARemovalTemplate,0,37,0,0,0,6,0,2,0,2
E2E Tests Coverage Report,com.pkb.backgroundtasks.health,ExternalServiceHealthIndicator,3,41,1,1,1,8,1,2,0,2
E2E Tests Coverage Report,com.pkb.backgroundtasks.health,KmsHealthIndicator,0,13,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.backgroundtasks.health,PhrHealthIndicator,12,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.integration.nhs.model.request,NotificationRequest,2,2,0,0,1,1,1,1,1,1
E2E Tests Coverage Report,com.pkb.projection,EntityIds,0,15,0,0,0,6,0,3,0,3
E2E Tests Coverage Report,com.pkb.action.sso.emis,CreateSSOAuthKeysAction,22,149,1,3,7,46,3,19,2,18
E2E Tests Coverage Report,com.pkb.action.sso.emis,GenerateSessionRequestAction,123,213,11,7,28,43,16,14,7,14
E2E Tests Coverage Report,com.pkb.action.sso.emis,EmisSessionRequestAction,71,201,4,6,20,48,12,16,8,15
E2E Tests Coverage Report,com.pkb.service.storage.impl,S3StorageService,260,260,15,5,59,51,12,10,4,8
E2E Tests Coverage Report,com.pkb.service.storage.impl,MetadataUtil,13,87,4,4,2,20,3,4,0,3
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,VocTelecomUse,98,0,4,0,14,0,6,0,4,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Provenance.Application,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Provenance.Organisation.Identifier,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Patient.Identifier,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,PatientAvailabilityResponse.Fault,24,0,0,0,10,0,7,0,7,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Provenance.Organisation.Telecom,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,CtCodedEntry,24,0,0,0,10,0,7,0,7,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Provenance,24,0,0,0,10,0,7,0,7,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionResponse.Success,31,0,0,0,13,0,9,0,9,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,ObjectFactory,202,0,0,0,41,0,34,0,34,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,VocCodeSystem,109,0,4,0,15,0,6,0,4,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionResponse.Fault,24,0,0,0,10,0,7,0,7,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,CtAddress,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Provenance.User.ExternalCredentials.Password,10,0,0,0,4,0,3,0,3,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Provenance.User.ExternalCredentials,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest,52,0,0,0,22,0,15,0,15,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,PatientAvailabilityResponse.PatientState,10,0,0,0,4,0,3,0,3,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,VocResponseType,65,0,4,0,11,0,6,0,4,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,VocPatientIdentifierType,98,0,4,0,14,0,6,0,4,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,CtPersonName,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Provenance.User.SmartcardToken,10,0,0,0,4,0,3,0,3,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,PatientAvailabilityResponse,52,0,0,0,22,0,15,0,15,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Patient.Telecom,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionResponse,66,0,0,0,28,0,19,0,19,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Patient,50,0,6,0,16,0,11,0,8,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionResponse.Success.HtmlMarkup,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Provenance.User.JobRole,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,VocAddressUse,76,0,4,0,12,0,6,0,4,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Provenance.User,66,0,0,0,28,0,19,0,19,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,VocOrganisationIdentifierType,98,0,4,0,14,0,6,0,4,0
